,subj_idx,variable,value,bin
0,0,v,4.692885950892348,0
1,1,v,1.1158768180175462,0
2,2,v,1.003329858314434,0
3,3,v,4.854063542392537,0
4,4,v,4.224346198406604,0
5,5,v,1.0046788378872782,0
6,6,v,1.5216564654381783,0
7,7,v,1.114332217210211,0
8,8,v,4.771780203777782,0
9,9,v,1.1193520321318826,0
10,10,v,1.8038380226569686,0
11,11,v,0.8724784724000864,0
12,12,v,0.33352226144013297,0
13,13,v,1.6274607595630548,0
14,14,v,0.3153527052211645,0
15,0,v,4.8619880994289115,1
16,1,v,1.0208791058906008,1
17,2,v,0.8707187279525169,1
18,3,v,1.974759205740447,1
19,4,v,1.1570400109815573,1
20,5,v,3.7682431873713966,1
21,6,v,1.1483284501659983,1
22,7,v,1.2339687161041963,1
23,8,v,1.2670143289881262,1
24,9,v,4.373932423109526,1
25,10,v,0.9258106174919631,1
26,11,v,0.7367856495673133,1
27,12,v,0.41248727851885697,1
28,13,v,1.6502537157950425,1
29,14,v,0.6891561953525062,1
30,0,v,4.903333479893449,2
31,1,v,0.7864142426758856,2
32,2,v,1.0693371060132248,2
33,3,v,1.714122540221753,2
34,4,v,1.1035419321905846,2
35,5,v,4.167198102690565,2
36,6,v,1.092133304148074,2
37,7,v,1.5471389141114111,2
38,8,v,1.4875451883899509,2
39,9,v,1.384055434227423,2
40,10,v,1.1906783215090628,2
41,11,v,0.9251738517525973,2
42,12,v,0.23606879354306148,2
43,13,v,1.8555465663803663,2
44,14,v,0.6570700608475426,2
45,0,b,0.892334568720079,0
46,1,b,-0.5461080750339321,0
47,2,b,-0.08063052322060589,0
48,3,b,0.39289983661144234,0
49,4,b,0.40622647210200147,0
50,5,b,-0.06178189206751978,0
51,6,b,-1.1612117677141705,0
52,7,b,-0.7303003128064464,0
53,8,b,-0.9656625924068477,0
54,9,b,-1.2554881183647704,0
55,10,b,0.2334886010809078,0
56,11,b,-1.706978760418179,0
57,12,b,-0.9386352664666796,0
58,13,b,-0.34078598610450067,0
59,14,b,-0.9088990645813765,0
60,0,b,1.0553499709555167,1
61,1,b,-0.2437714781180587,1
62,2,b,-0.4938387374005495,1
63,3,b,0.02304803258500237,1
64,4,b,-0.04734354339926744,1
65,5,b,0.678498380575413,1
66,6,b,-0.47108448266405006,1
67,7,b,-0.7069367463846434,1
68,8,b,-0.7387114951910586,1
69,9,b,0.32204050046361216,1
70,10,b,-0.23159025474343184,1
71,11,b,-1.8867130658146054,1
72,12,b,-0.25819336029320855,1
73,13,b,-0.5073402721245266,1
74,14,b,-0.4243781704686895,1
75,0,b,2.2608609403170363,2
76,1,b,-0.4257667397096528,2
77,2,b,-0.343652852750868,2
78,3,b,-0.1284434485914438,2
79,4,b,0.12870816891639664,2
80,5,b,1.1847881290749436,2
81,6,b,-0.17723456016429023,2
82,7,b,-0.16660405358621874,2
83,8,b,-0.23217871288106837,2
84,9,b,-0.33716576427286465,2
85,10,b,-0.16046603824321012,2
86,11,b,-1.4931033476337263,2
87,12,b,-0.6024326504411956,2
88,13,b,-0.07643344084286477,2
89,14,b,-0.13582206439393554,2
90,0,noise,1.0,
91,1,noise,1.0,
92,2,noise,1.0,
93,3,noise,1.0,
94,4,noise,1.0,
95,5,noise,1.0,
96,6,noise,1.0,
97,7,noise,1.0,
98,8,noise,1.0,
99,9,noise,1.0,
100,10,noise,1.0,
101,11,noise,1.0,
102,12,noise,1.0,
103,13,noise,1.0,
104,14,noise,1.0,
105,0,a,3.688955531156685,0
106,1,a,0.7338547392365935,0
107,2,a,0.8412796550091537,0
108,3,a,4.456687219342026,0
109,4,a,4.571075515851679,0
110,5,a,0.8701087700124062,0
111,6,a,0.8926848515285637,0
112,7,a,0.7578687291170749,0
113,8,a,4.1398404365944055,0
114,9,a,1.0800519481189317,0
115,10,a,0.6984519201145281,0
116,11,a,0.9072482340974242,0
117,12,a,0.6153843186329409,0
118,13,a,0.5941836914933072,0
119,14,a,0.9550439374393298,0
120,0,a,3.5786883410729917,1
121,1,a,0.6525710349785907,1
122,2,a,0.7709822405118845,1
123,3,a,0.9978700752189167,1
124,4,a,1.1612316270050018,1
125,5,a,4.9351090967282625,1
126,6,a,0.8351957852186966,1
127,7,a,0.6623899971648703,1
128,8,a,0.7811037392215576,1
129,9,a,4.048541884815139,1
130,10,a,0.9028681256829603,1
131,11,a,0.815018776107802,1
132,12,a,0.6807632281673333,1
133,13,a,0.6392765493444665,1
134,14,a,0.8984003634752107,1
135,0,a,3.149903112192437,2
136,1,a,0.7632702737021309,2
137,2,a,0.8598187879035519,2
138,3,a,0.823923947446354,2
139,4,a,0.9129629310049014,2
140,5,a,4.774198403204126,2
141,6,a,0.7852293370745689,2
142,7,a,0.6492124634245564,2
143,8,a,0.7879270433303203,2
144,9,a,1.0953322250738375,2
145,10,a,0.8086645487789725,2
146,11,a,0.807406489635254,2
147,12,a,0.7049963427196257,2
148,13,a,0.5554147112904173,2
149,14,a,0.9248470486709297,2
150,0,z,0.3913323619926979,0
151,1,z,0.45731852264111617,0
152,2,z,0.4345989508606314,0
153,3,z,0.4931548755898568,0
154,4,z,0.4661769142594857,0
155,5,z,0.41019793296775486,0
156,6,z,0.5664045455536846,0
157,7,z,0.5577568815639814,0
158,8,z,0.6266998532385202,0
159,9,z,0.679875208983183,0
160,10,z,0.4233515170865412,0
161,11,z,0.593764800862336,0
162,12,z,0.49549588240362213,0
163,13,z,0.540337070865375,0
164,14,z,0.49545983297276186,0
165,0,z,0.35860327074778486,1
166,1,z,0.4597199032063056,1
167,2,z,0.5154414943369053,1
168,3,z,0.5990782486420616,1
169,4,z,0.48618110181816937,1
170,5,z,0.3663627723216486,1
171,6,z,0.49128878054168246,1
172,7,z,0.534680352449634,1
173,8,z,0.6161255572428809,1
174,9,z,0.4797889225083978,1
175,10,z,0.48852298389243515,1
176,11,z,0.599573519453865,1
177,12,z,0.44634045447453286,1
178,13,z,0.5499165835287181,1
179,14,z,0.33845543390256916,1
180,0,z,0.23823833289137142,2
181,1,z,0.46156343780643827,2
182,2,z,0.47890706426755386,2
183,3,z,0.6159318722817492,2
184,4,z,0.502133827147117,2
185,5,z,0.31815404806810077,2
186,6,z,0.498584887737433,2
187,7,z,0.527903427961535,2
188,8,z,0.5901044065327159,2
189,9,z,0.5496127928793831,2
190,10,z,0.45872953358932717,2
191,11,z,0.5875406397529458,2
192,12,z,0.48706208010526064,2
193,13,z,0.5102719492459089,2
194,14,z,0.3796398988476664,2
195,0,t,0.6875300423781938,0
196,1,t,0.8904793736460505,0
197,2,t,0.8267108665129158,0
198,3,t,0.803517509219252,0
199,4,t,0.40294384757733037,0
200,5,t,1.3494641477324425,0
201,6,t,1.2561909198507202,0
202,7,t,1.4364410371510035,0
203,8,t,0.7545310166638142,0
204,9,t,1.0404710577248855,0
205,10,t,0.9674464976822537,0
206,11,t,0.9175370823820173,0
207,12,t,0.5808522325744742,0
208,13,t,0.8747962740054713,0
209,14,t,0.504533951377245,0
210,0,t,0.7104269622694174,1
211,1,t,0.9217695817528451,1
212,2,t,0.8089803284955338,1
213,3,t,1.263130336709979,1
214,4,t,0.7846814096692802,1
215,5,t,0.5144644388703884,1
216,6,t,1.1258848115592366,1
217,7,t,1.4730610221052096,1
218,8,t,1.265044606674411,1
219,9,t,0.7097319129895853,1
