,v,b0,b1,noise,a,u0,u1,u2,z0,z1,t,pmixturecoef,rate,bic,subj_idx
0,4.51805722897055,0.6642563049489564,1.640403020223435,1.0,4.671000002796958,25.4294965856419,14.042798730631999,7.046334818694137,0.4256484642369575,0.29790430423929326,0.6075607557707421,0.01,1.0,1110.0992339343147,0
1,0.7637515355737379,0.23844087733863262,-0.21825765561199306,1.0,2.0043407008922856,0.385047760608078,0.3864280829179343,0.29377397599096966,0.5177479601250654,0.4619486845284943,0.7053174830137644,0.01,1.0,739.6538288310406,1
2,1.0447261613623013,0.5081854247192596,0.04143206456639459,1.0,1.6928427673004869,0.6025388548333801,0.5914661698476404,0.5727756294375421,0.4145090226337239,0.4222885333044584,0.7388738438654266,0.01,1.0,828.6564023060121,2
3,1.0847657676649096,-0.21690531287678783,-0.46863341325785673,1.0,2.1919999614097034,0.483003476723454,0.46932928574305344,0.44701479265474703,0.6210655372301125,0.586526851995822,1.0749085095090254,0.01,1.0,778.1010657220954,3
4,0.790925421157725,0.13991394832644802,0.07494107030727432,1.0,2.7159999573473512,0.4672754629520835,0.528953781843173,0.48553335127851327,0.5140273320783493,0.48347680757459216,0.639988683272822,0.01,1.0,1431.2908590508694,4
5,0.9240046447611161,0.4041457686421653,0.25941590245387736,1.0,2.2559999075010504,0.6383194421184734,0.5057194166108391,0.4809642956494868,0.47852643791789434,0.38417194309950137,1.0959862943452467,0.01,1.0,1606.0433564837658,5
6,1.0651130180616828,0.1268659607035294,-0.48431349773403576,1.0,1.4760105167752082,0.6797202550971253,0.532819401284188,0.5644366822329765,0.5341229924028718,0.5409928932658932,1.0664427479040253,0.01,1.0,789.3852610117633,6
7,0.9825443384334251,0.7911914719840085,-0.4256768305423231,1.0,1.8736706815036792,0.2738082266958486,0.2292028407832074,0.20923301016904183,0.43468154458163794,0.5155324961626726,1.347234309231396,0.01,1.0,223.72554627273234,7
8,1.3006592800718568,0.33691902882556946,-0.6851259832423501,1.0,1.853999988217206,0.3507052401430897,0.3522534608139936,0.3977281793049459,0.5059659776703734,0.6073339092739513,1.1220120744015436,0.01,1.0,311.58430461945215,8
9,1.022274925620795,0.21937239751301377,-0.46263082543706835,1.0,1.9989999180024192,0.5061708633317801,0.524160881790911,0.5102792688035527,0.5512677613854176,0.5346394865781162,1.0051417434962229,0.01,1.0,762.516837948656,9
10,1.0739757491053865,1.4195244732949017,0.3444649625873889,1.0,2.528999999414421,0.3918589206619891,0.30789166934072987,0.2404434005666559,0.4055465015174995,0.42933885632926383,0.6013159939583614,0.01,1.0,529.3302689653075,10
11,0.6398769946419929,0.06036824706551425,-1.6206913485244179,1.0,2.143981755198259,0.41578918226221084,0.3796738796505128,0.32484626905396397,0.5730816510676603,0.5891539931161632,0.7391639094553307,0.01,1.0,764.178291158599,11
12,0.41896343892106547,1.4803453178480508,-0.2520159128973365,1.0,1.8522193203429071,0.24842184168531567,0.273508664964222,0.3478120146513408,0.42389882867859047,0.4386468047347481,0.49774621189219026,0.01,1.0,480.8276692140159,12
13,0.9516818642124054,0.6610005536877406,-0.6328001944755457,1.0,1.8075028705427338,0.24199080628691583,0.22723763547911702,0.21658667354335748,0.4516489878097212,0.5219916094264597,0.7656194539234211,0.01,1.0,238.27871920162931,13
14,0.5811207150492269,0.6633704729505215,-0.36434072197737755,1.0,1.2009995784908962,3.0260586989120837,2.7725161596246943,2.6491985054901517,0.551921593225034,0.3844214208727764,0.4734411393537734,0.01,1.0,1316.151593373051,14
