,subj_idx,variable,value,bin
0,0,v,0.45697007936510664,
1,1,v,0.7041174762308844,
2,2,v,0.8973898900137316,
3,3,v,0.7862942051569681,
4,4,v,0.775890059357073,
5,5,v,1.3385908307985048,
6,6,v,0.8514854100280436,
7,7,v,0.6766644364795611,
8,8,v,0.7242643912199465,
9,9,v,0.6004694223428224,
10,10,v,1.2606076094607097,
11,11,v,0.7050135789833534,
12,12,v,0.4467666698714521,
13,13,v,0.5727708440094278,
14,14,v,0.6512203772970198,
15,15,v,0.5260011598158796,
16,16,v,0.8264314060175358,
17,17,v,0.7686719216020093,
18,18,v,0.5537118947682725,
19,19,v,0.5734631297119279,
20,20,v,0.4849940528124561,
21,21,v,0.8032604561155611,
22,22,v,0.747854567665567,
23,23,v,0.9640434384529543,
24,0,b,-0.27764850053013085,
25,1,b,-0.09594552577529947,
26,2,b,0.08558645058302727,
27,3,b,0.14964168877112716,
28,4,b,-0.24073177975975174,
29,5,b,-0.5283425792381596,
30,6,b,-0.2680830484443891,
31,7,b,0.18342121171269987,
32,8,b,-0.4796704766312039,
33,9,b,0.09359179790081273,
34,10,b,-0.3981472060964366,
35,11,b,-0.3696521125137947,
36,12,b,0.11927178269715476,
37,13,b,0.22357275735321885,
38,14,b,0.027368858579747135,
39,15,b,0.09144923988999576,
40,16,b,0.21163744921645097,
41,17,b,-0.24764209609963006,
42,18,b,0.19028735964099758,
43,19,b,-0.5618003454388495,
44,20,b,-0.6621188377243742,
45,21,b,-0.15802785088497254,
46,22,b,-0.2718942176648298,
47,23,b,-0.134474729271024,
48,0,noise,1.0,
49,1,noise,1.0,
50,2,noise,1.0,
51,3,noise,1.0,
52,4,noise,1.0,
53,5,noise,1.0,
54,6,noise,1.0,
55,7,noise,1.0,
56,8,noise,1.0,
57,9,noise,1.0,
58,10,noise,1.0,
59,11,noise,1.0,
60,12,noise,1.0,
61,13,noise,1.0,
62,14,noise,1.0,
63,15,noise,1.0,
64,16,noise,1.0,
65,17,noise,1.0,
66,18,noise,1.0,
67,19,noise,1.0,
68,20,noise,1.0,
69,21,noise,1.0,
