,subj_idx,variable,value,bin
0,0,v,0.43090159094804337,0
1,1,v,0.6507483966598789,0
2,2,v,0.8521706516473362,0
3,3,v,0.7784602294587403,0
4,4,v,0.743913637199343,0
5,5,v,1.244250378270535,0
6,6,v,0.9258089375888027,0
7,7,v,0.6779304962808471,0
8,8,v,0.5173770071504917,0
9,9,v,0.6602406826469264,0
10,10,v,1.053919058778333,0
11,11,v,0.9158804282420052,0
12,12,v,0.4782754915137786,0
13,13,v,0.4639258038455074,0
14,14,v,0.5086370777314646,0
15,15,v,0.6292253111858316,0
16,16,v,0.9738468622659341,0
17,17,v,0.9556427411411541,0
18,18,v,0.6347096119677188,0
19,19,v,0.6028785543678118,0
20,20,v,0.38710214584923536,0
21,21,v,0.9931287507749412,0
22,22,v,0.8609064849012974,0
23,23,v,0.9097009997901279,0
24,0,v,0.5039606863930844,1
25,1,v,0.7449978925036228,1
26,2,v,0.9195386174020298,1
27,3,v,0.9196791734150148,1
28,4,v,0.8387343776019826,1
29,5,v,1.0467699210548735,1
30,6,v,1.2221347409842267,1
31,7,v,0.8152697695189095,1
32,8,v,0.6178927681651009,1
33,9,v,0.791795900562338,1
34,10,v,1.0460132751215503,1
35,11,v,0.728684552509693,1
36,12,v,0.4495949281688727,1
37,13,v,0.44307246101511777,1
38,14,v,0.4473583452072433,1
39,15,v,0.45125346767907726,1
40,16,v,0.8870802213250777,1
41,17,v,0.7656659839699649,1
42,18,v,0.7400762827257668,1
43,19,v,0.7524799567440537,1
44,20,v,0.44148313108794546,1
45,21,v,0.961594220776752,1
46,22,v,0.8736725067807124,1
47,23,v,0.8037942888433182,1
48,0,v,0.7030744130913356,2
49,1,v,0.9032972777659706,2
50,2,v,0.9401767384545837,2
51,3,v,0.8438134696434073,2
52,4,v,0.9097403196636199,2
53,5,v,1.5847054552696993,2
54,6,v,1.0192144450009648,2
55,7,v,0.8539016124295031,2
56,8,v,0.7178605779820121,2
57,9,v,0.7723885196533092,2
58,10,v,1.126547501176468,2
59,11,v,0.8978720644626244,2
60,12,v,0.45298791035123737,2
61,13,v,0.6211751758784404,2
62,14,v,0.5559720039960147,2
63,15,v,0.6846110386211752,2
64,16,v,0.8830280528712827,2
65,17,v,0.7243439293810536,2
66,18,v,0.6700204719482171,2
67,19,v,0.5927512541245676,2
68,20,v,0.47794386196520194,2
69,21,v,0.847493598407071,2
70,22,v,0.8620219526574474,2
71,23,v,1.0058029831483135,2
72,0,v,0.5481619891018704,3
73,1,v,0.7690299809462086,3
74,2,v,1.0887604422541108,3
75,3,v,0.9773329497652486,3
76,4,v,1.0659527685736465,3
77,5,v,1.155178500984903,3
78,6,v,1.2343719925427625,3
79,7,v,0.7264661535173154,3
80,8,v,0.7884571598721072,3
81,9,v,0.7866652272229961,3
82,10,v,1.4125682822468033,3
83,11,v,0.8015834897564559,3
84,12,v,0.45374983164945326,3
85,13,v,0.5729083049594381,3
86,14,v,0.7817436638312819,3
87,15,v,0.5461504877331179,3
88,16,v,0.8949366229241593,3
89,17,v,0.7603268362732756,3
90,18,v,0.7286048730490755,3
91,19,v,0.7313074532445831,3
92,20,v,0.6127605920113463,3
93,21,v,0.8522139772239019,3
94,22,v,0.7612705152704451,3
95,23,v,0.9974606301477421,3
96,0,v,0.4765634977098782,4
97,1,v,0.8010148230924901,4
98,2,v,0.8573806117866357,4
99,3,v,0.869019541475505,4
100,4,v,0.9548198926791188,4
101,5,v,1.5828435710020843,4
102,6,v,1.0507183264607423,4
103,7,v,0.698525396032847,4
104,8,v,1.1338149595589888,4
105,9,v,0.5600302095942428,4
106,10,v,1.29847086718717,4
107,11,v,0.5769578625844832,4
108,12,v,0.43844214150888106,4
109,13,v,0.865328585551419,4
110,14,v,1.138445746429899,4
111,15,v,0.4679134055439966,4
112,16,v,0.9196485172300117,4
113,17,v,0.8010062581006978,4
114,18,v,0.5131257851621602,4
115,19,v,0.724296996953231,4
116,20,v,0.6767065579736736,4
117,21,v,0.9007615012911213,4
