,subj_idx,variable,value,bin
0,0,v,4.652542548076359,0
1,1,v,1.1148497889680298,0
2,2,v,4.743803964298206,0
3,3,v,1.4392129936028926,0
4,4,v,4.265564127320667,0
5,5,v,0.9600002260990731,0
6,6,v,1.5021747271754913,0
7,7,v,1.1479404960295232,0
8,8,v,5.0,0
9,9,v,0.8623594482119459,0
10,10,v,1.282239526704749,0
11,11,v,0.7093265544130027,0
12,12,v,1.1612973922597407,0
13,13,v,0.857322710046946,0
14,14,v,0.8042893063811787,0
15,0,v,4.734897458027148,1
16,1,v,1.1774632617027636,1
17,2,v,4.83021237044409,1
18,3,v,0.8949745876464358,1
19,4,v,0.8231860552315696,1
20,5,v,4.094689285911745,1
21,6,v,4.117342710621326,1
22,7,v,1.3974419387464885,1
23,8,v,5.0,1
24,9,v,1.2005124107760077,1
25,10,v,1.6483750719303305,1
26,11,v,0.924508368275684,1
27,12,v,0.7825391676903669,1
28,13,v,0.8918624930648861,1
29,14,v,0.8380127812140394,1
30,0,v,1.577544252973295,2
31,1,v,4.555094967941171,2
32,2,v,4.825298966528594,2
33,3,v,1.2141678949812076,2
34,4,v,3.1497941233130686,2
35,5,v,4.035649014763602,2
36,6,v,1.2320311569400129,2
37,7,v,1.5654353196437802,2
38,8,v,5.0,2
39,9,v,1.4436884707064095,2
40,10,v,1.7293518938573935,2
41,11,v,0.8160643574645243,2
42,12,v,0.597891412368926,2
43,13,v,1.0219076637382583,2
44,14,v,0.866179785043514,2
45,0,b,0.12908681708407363,0
46,1,b,0.3660128256668546,0
47,2,b,0.8431902233804798,0
48,3,b,0.7168301974801379,0
49,4,b,-1.229449884977293,0
50,5,b,0.18259612040736542,0
51,6,b,0.48460135459367876,0
52,7,b,0.4332743442339662,0
53,8,b,0.3770071708236556,0
54,9,b,0.9097213787970702,0
55,10,b,1.3049926445933635,0
56,11,b,0.4645621558834828,0
57,12,b,1.683490644911569,0
58,13,b,1.4044564903093943,0
59,14,b,0.37841737589564217,0
60,0,b,-0.12056945977327904,1
61,1,b,0.12719910400922976,1
62,2,b,0.937388581273831,1
63,3,b,0.28167260087976753,1
64,4,b,0.3490447909838458,1
65,5,b,0.18209281784892203,1
66,6,b,0.3111789595208731,1
67,7,b,0.695901906491592,1
68,8,b,0.3150136202131288,1
69,9,b,0.09731436976665434,1
70,10,b,1.540923830938661,1
71,11,b,0.30126105683509347,1
72,12,b,1.928514856109508,1
73,13,b,0.2801313327904424,1
74,14,b,0.7370957792449928,1
75,0,b,0.05420520871207457,2
76,1,b,-0.7662061450373172,2
77,2,b,0.29753320783114484,2
78,3,b,0.14086195524387848,2
79,4,b,0.08943510221655457,2
80,5,b,-0.8940284347614982,2
81,6,b,0.11495535516027677,2
82,7,b,0.3608018373273663,2
83,8,b,-0.3936514112078004,2
84,9,b,0.5255258742442253,2
85,10,b,1.2778528663855226,2
86,11,b,0.2730257294172111,2
87,12,b,1.24790178215598,2
88,13,b,0.8118632091833667,2
