,subj_idx,variable,value,bin
0,0,v,0.44770860743279534,0
1,1,v,0.6065815996492557,0
2,2,v,0.8496110557276414,0
3,3,v,0.809977115024214,0
4,4,v,3.287180638002652,0
5,5,v,1.2280404203093214,0
6,6,v,0.9048084242004993,0
7,7,v,0.7069518681268782,0
8,8,v,0.5139916148379241,0
9,9,v,0.8235432722548504,0
10,10,v,1.0064787668282889,0
11,11,v,0.8199246657177152,0
12,12,v,0.46757110736104734,0
13,13,v,0.5135541499137682,0
14,14,v,0.507575382516326,0
15,15,v,0.5822238999543577,0
16,16,v,0.8997216633599158,0
17,17,v,0.9887888016243279,0
18,18,v,0.6284690971271176,0
19,19,v,0.6270779563021988,0
20,20,v,0.40933092904788515,0
21,21,v,1.0042635266645106,0
22,22,v,0.8260860826171947,0
23,23,v,0.8835723268538528,0
24,0,v,0.4996233053908573,1
25,1,v,0.7757353203298049,1
26,2,v,0.9136620490379452,1
27,3,v,0.8822528026025941,1
28,4,v,0.8402258424801478,1
29,5,v,0.9948976845715328,1
30,6,v,1.2004043762140368,1
31,7,v,0.7529713419011095,1
32,8,v,0.631650056322573,1
33,9,v,0.8032411689978614,1
34,10,v,1.0457472357225468,1
35,11,v,0.7075716647244509,1
36,12,v,0.45758468862488705,1
37,13,v,0.45116055031828384,1
38,14,v,0.4749825845665657,1
39,15,v,0.4743738420383498,1
40,16,v,0.8574987153178175,1
41,17,v,0.8112763485598907,1
42,18,v,0.7342313067653108,1
43,19,v,0.6359378379412203,1
44,20,v,0.4284615434738654,1
45,21,v,0.9488284598153037,1
46,22,v,0.8695739805166245,1
47,23,v,0.7847321939609607,1
48,0,v,0.6879429125583892,2
49,1,v,0.8518126331953733,2
50,2,v,0.9328378958099138,2
51,3,v,0.7936739931447658,2
52,4,v,0.9387769028747159,2
53,5,v,1.621617841347326,2
54,6,v,0.949691732787739,2
55,7,v,0.8288489023466772,2
56,8,v,0.758324551174023,2
57,9,v,0.6857944861405101,2
58,10,v,1.1112708750565141,2
59,11,v,0.967663536632163,2
60,12,v,0.4652878869095223,2
61,13,v,0.633856144865897,2
62,14,v,0.5641593457148719,2
63,15,v,0.8059550744571151,2
64,16,v,0.8769890710179684,2
65,17,v,0.6914049858504838,2
66,18,v,0.6452916975390074,2
67,19,v,0.5993930475007503,2
68,20,v,0.5202508948741208,2
69,21,v,0.9466466166743444,2
70,22,v,1.0215105029078289,2
71,23,v,1.0404246607814884,2
72,0,v,0.5002972376604675,3
73,1,v,0.9068958092708943,3
74,2,v,1.1490137184204336,3
75,3,v,1.011568774228781,3
76,4,v,1.0690925548716106,3
77,5,v,1.1280211632124082,3
78,6,v,1.2167296876942333,3
79,7,v,0.7364453061785181,3
80,8,v,0.7684763613185879,3
81,9,v,0.5411278507301222,3
82,10,v,1.5023602877587152,3
83,11,v,0.8302104887749558,3
84,12,v,0.4512238103603596,3
85,13,v,0.6222642780185468,3
86,14,v,0.7247164469391938,3
87,15,v,0.5780071934770117,3
88,16,v,0.8754543671806202,3
89,17,v,0.7603426577079807,3
90,18,v,0.6996006748674741,3
91,19,v,0.6674102740162167,3
92,20,v,0.6099540039300616,3
93,21,v,0.785533820547192,3
94,22,v,0.7152013924497017,3
95,23,v,1.0115790672277354,3
96,0,v,0.4930121016782847,4
97,1,v,0.8636370421664142,4
98,2,v,0.8572746273418643,4
99,3,v,0.9057176580608097,4
100,4,v,0.8505846268986421,4
101,5,v,1.5652886005024162,4
102,6,v,1.0457383335086161,4
103,7,v,0.6511542567123745,4
104,8,v,1.1302631028259231,4
105,9,v,0.5711579000694108,4
106,10,v,1.3067917446819286,4
107,11,v,0.5607782457441026,4
108,12,v,0.4423337454264832,4
109,13,v,0.9273836138811952,4
110,14,v,1.1563917774743158,4
111,15,v,0.46848200331180795,4
112,16,v,0.9081174649067651,4
113,17,v,0.7394561387413888,4
114,18,v,0.4909161869627866,4
115,19,v,0.68633137329438,4
116,20,v,0.6515762283613477,4
117,21,v,0.8925384356499193,4
118,22,v,1.0649452986796808,4
119,23,v,1.0001820872254636,4
120,0,b,-0.0966482152854204,0
121,1,b,-0.2158606674453954,0
122,2,b,0.22980356629594845,0
123,3,b,-0.018422744527675547,0
124,4,b,-0.2850465748243121,0
125,5,b,-0.72039475096845,0
126,6,b,-0.770465506377809,0
127,7,b,0.14441733395199774,0
128,8,b,-0.4023352542775071,0
129,9,b,0.022652903641583313,0
130,10,b,-0.12276799585181025,0
131,11,b,-0.21416936519196655,0
132,12,b,0.08327495444078496,0
133,13,b,0.3643367408481348,0
134,14,b,-0.05163979729742432,0
135,15,b,-0.19541626633058487,0
136,16,b,0.09116784967859119,0
137,17,b,-0.42514382850495036,0
138,18,b,0.3911728648410867,0
139,19,b,-0.671677963992477,0
140,20,b,-1.0147731765416683,0
141,21,b,-0.02179001537023588,0
142,22,b,-0.6819059315889356,0
143,23,b,-0.1032902938740409,0
144,0,b,-0.22471205118147755,1
145,1,b,-0.1188337224332934,1
146,2,b,0.1440235373141444,1
147,3,b,0.054099999968438235,1
148,4,b,-0.15698136260392917,1
149,5,b,0.07388250525769353,1
150,6,b,-0.3627125735906731,1
151,7,b,0.14023700861340752,1
152,8,b,-0.3184930479026117,1
153,9,b,0.10451649504016235,1
154,10,b,-0.2845391118033145,1
155,11,b,-0.4168081981556441,1
156,12,b,0.3393803525123703,1
157,13,b,0.1440635260826712,1
158,14,b,-0.12153387779568166,1
159,15,b,0.017706063972753774,1
160,16,b,0.02032949888201903,1
161,17,b,-0.2691997851019477,1
162,18,b,0.2806293251965405,1
163,19,b,-0.7596363230765524,1
164,20,b,-0.9278055819331297,1
165,21,b,-0.08331662653950199,1
166,22,b,-0.18109196998268146,1
167,23,b,-0.13016190418842102,1
168,0,b,-0.23198349400857027,2
169,1,b,-0.009255275165441348,2
170,2,b,0.029380146761812227,2
171,3,b,0.5217463493566222,2
172,4,b,-0.07234800307453787,2
173,5,b,-0.6608089704596938,2
174,6,b,-0.2253830820075898,2
175,7,b,0.4345150924217573,2
176,8,b,-0.21811939731783334,2
177,9,b,-0.0526719484020747,2
178,10,b,-0.4830394773367487,2
179,11,b,-0.19511809845429762,2
180,12,b,0.0033331688557779694,2
181,13,b,0.3548175927908347,2
182,14,b,0.03897689532054472,2
183,15,b,-0.054706884456977384,2
184,16,b,0.24188174613549046,2
185,17,b,-0.23428607046263594,2
186,18,b,0.38687072883011714,2
187,19,b,-0.3867420209005588,2
188,20,b,-1.022454387545019,2
189,21,b,0.5176228127853276,2
190,22,b,-0.5286913622017596,2
191,23,b,-0.37367196704761585,2
192,0,b,-0.32132658397708014,3
193,1,b,0.21340889536768012,3
194,2,b,-0.0008754128490956264,3
195,3,b,0.14209246282980287,3
196,4,b,-0.5007656051163512,3
197,5,b,-0.3880527891695885,3
198,6,b,0.2057036166664739,3
199,7,b,0.13913246030215337,3
200,8,b,-0.46111034175681637,3
201,9,b,-0.004315776568793436,3
202,10,b,-0.430302759607912,3
203,11,b,-0.00348503763262681,3
204,12,b,0.21296502265966982,3
205,13,b,0.16570644196072762,3
206,14,b,0.01000024311569434,3
207,15,b,0.24258402261912596,3
208,16,b,0.11164657861061392,3
209,17,b,-0.06533166566952651,3
210,18,b,0.35429444603028387,3
211,19,b,-0.3137496353780507,3
212,20,b,-0.41514912292297446,3
213,21,b,-0.2379045876068216,3
214,22,b,-0.22142655572667738,3
215,23,b,-0.04234602459638663,3
216,0,b,-0.31460330437648437,4
217,1,b,-0.018728719667823975,4
218,2,b,0.2427444027318043,4
219,3,b,0.27832244914511534,4
220,4,b,-0.18813521793892224,4
221,5,b,-0.676833831464062,4
222,6,b,-0.30088178540458693,4
223,7,b,0.4553105602383772,4
224,8,b,-0.35212243019489,4
225,9,b,0.30879135412009173,4
226,10,b,-0.44262408103543427,4
227,11,b,-0.5685852749694319,4
228,12,b,0.07549732205442074,4
229,13,b,-0.06670606255326302,4
230,14,b,0.4387988657535976,4
231,15,b,0.2434563853467531,4
232,16,b,0.35268157814840556,4
233,17,b,0.05505829919578745,4
234,18,b,0.1918156037694536,4
235,19,b,-0.8042192800826118,4
236,20,b,-0.365049178983386,4
237,21,b,0.009960619034033509,4
238,22,b,-0.4625923729536611,4
239,23,b,-0.1825598206966788,4
240,0,noise,1.0,
241,1,noise,1.0,
242,2,noise,1.0,
243,3,noise,1.0,
244,4,noise,1.0,
245,5,noise,1.0,
246,6,noise,1.0,
247,7,noise,1.0,
248,8,noise,1.0,
249,9,noise,1.0,
250,10,noise,1.0,
251,11,noise,1.0,
252,12,noise,1.0,
253,13,noise,1.0,
254,14,noise,1.0,
255,15,noise,1.0,
256,16,noise,1.0,
257,17,noise,1.0,
258,18,noise,1.0,
259,19,noise,1.0,
260,20,noise,1.0,
261,21,noise,1.0,
262,22,noise,1.0,
263,23,noise,1.0,
264,0,a,0.8056698527208741,0
265,1,a,0.7779796453935379,0
266,2,a,0.7693857093256511,0
267,3,a,0.7630152250236268,0
268,4,a,3.0868615680395317,0
269,5,a,0.3335682828037019,0
270,6,a,0.5139115022309242,0
271,7,a,0.7261523785314943,0
272,8,a,0.9526086131492526,0
273,9,a,0.7969326610233551,0
274,10,a,0.5484936494397568,0
275,11,a,0.7392489415754759,0
276,12,a,0.8501764148061464,0
277,13,a,1.126612892266137,0
278,14,a,0.77866521008386,0
279,15,a,1.0307332643415577,0
280,16,a,0.8497461468180287,0
281,17,a,0.7676116640456705,0
282,18,a,0.8494555872834086,0
283,19,a,0.8851338144944974,0
284,20,a,1.0830483991378155,0
285,21,a,0.9063014499245621,0
286,22,a,0.870704133916337,0
287,23,a,0.5521176336628246,0
288,0,a,0.8865628841618165,1
289,1,a,0.814634724522495,1
290,2,a,0.6885999947294759,1
291,3,a,0.7291626055007046,1
292,4,a,0.759685825891721,1
293,5,a,0.3541992404413872,1
294,6,a,0.4838100304009858,1
295,7,a,0.7850298782854823,1
296,8,a,0.8899234641157532,1
297,9,a,0.8544454427440107,1
298,10,a,0.4978750472009721,1
299,11,a,0.7572086959876587,1
300,12,a,0.8507816505298524,1
301,13,a,0.8932414385438354,1
302,14,a,0.7833679696802636,1
303,15,a,1.0680175141361274,1
304,16,a,0.8397264716416604,1
305,17,a,0.8419744218832435,1
306,18,a,0.8603045044849456,1
307,19,a,0.9774539439208201,1
308,20,a,0.8074742177220982,1
309,21,a,0.9440848108547168,1
310,22,a,0.9338127917071655,1
311,23,a,0.534514267707316,1
312,0,a,0.9303490016423921,2
313,1,a,0.8364133732803432,2
314,2,a,0.6430390902812082,2
315,3,a,0.7668707297391097,2
316,4,a,0.7769422696867103,2
317,5,a,0.3601793763252741,2
318,6,a,0.5326685985616577,2
319,7,a,0.7311788727673014,2
320,8,a,0.8207770264239542,2
321,9,a,0.7777765049857202,2
322,10,a,0.4917905704929111,2
323,11,a,0.895209073828996,2
324,12,a,0.8193789475115172,2
325,13,a,0.9336825637516248,2
326,14,a,0.7024081393727868,2
327,15,a,1.078006933100678,2
328,16,a,0.7738944007248634,2
329,17,a,0.7827492349894503,2
330,18,a,0.8102847216525804,2
331,19,a,0.9241696631803886,2
332,20,a,0.819755093579811,2
333,21,a,0.9850872151853061,2
334,22,a,1.0400848128955122,2
335,23,a,0.5619621616173207,2
336,0,a,0.7827995016181475,3
337,1,a,1.0326884552439273,3
338,2,a,0.6194575465580698,3
339,3,a,0.7517460313838362,3
340,4,a,0.7908453602980701,3
341,5,a,0.3796824276566859,3
342,6,a,0.48559415771173686,3
343,7,a,0.7585527783107344,3
344,8,a,0.687661788267165,3
345,9,a,0.9810738853332399,3
346,10,a,0.4623568904830284,3
347,11,a,0.9229115830403969,3
348,12,a,0.8343486522478827,3
349,13,a,0.8639453073269292,3
